,timestamp,btc_close,btc_high,btc_low,btc_open,btc_volumefrom,btc_volumeto,bch_close,bch_high,bch_low,bch_open,bch_volumefrom,bch_volumeto,eth_close,eth_high,eth_low,eth_open,eth_volumefrom,eth_volumeto,ltc_close,ltc_high,ltc_low,ltc_open,ltc_volumefrom,ltc_volumeto,xvg_close,xvg_high,xvg_low,xvg_open,xvg_volumefrom,xvg_volumeto,xrp_close,xrp_high,xrp_low,xrp_open,xrp_volumefrom,xrp_volumeto,dash_close,dash_high,dash_low,dash_open,dash_volumefrom,dash_volumeto,xmr_close,xmr_high,xmr_low,xmr_open,xmr_volumefrom,xmr_volumeto,iot_close,iot_high,iot_low,iot_open,iot_volumefrom,iot_volumeto,btc_close_before_1day,btc_close_before_2days,btc_close_before_3days,btc_close_before_4days,btc_close_before_5days,btc_close_before_6days,btc_close_before_7days,btc_close_before_8days,btc_close_before_2weeks,btc_close_before_3weeks,btc_close_before_4weeks,btc_close_before_8weeks,bch_close_before_1day,bch_close_before_2days,bch_close_before_3days,bch_close_before_4days,bch_close_before_5days,bch_close_before_6days,bch_close_before_7days,bch_close_before_8days,bch_close_before_2weeks,bch_close_before_3weeks,bch_close_before_4weeks,bch_close_before_8weeks,eth_close_before_1day,eth_close_before_2days,eth_close_before_3days,eth_close_before_4days,eth_close_before_5days,eth_close_before_6days,eth_close_before_7days,eth_close_before_8days,eth_close_before_2weeks,eth_close_before_3weeks,eth_close_before_4weeks,eth_close_before_8weeks,ltc_close_before_1day,ltc_close_before_2days,ltc_close_before_3days,ltc_close_before_4days,ltc_close_before_5days,ltc_close_before_6days,ltc_close_before_7days,ltc_close_before_8days,ltc_close_before_2weeks,ltc_close_before_3weeks,ltc_close_before_4weeks,ltc_close_before_8weeks,xvg_close_before_1day,xvg_close_before_2days,xvg_close_before_3days,xvg_close_before_4days,xvg_close_before_5days,xvg_close_before_6days,xvg_close_before_7days,xvg_close_before_8days,xvg_close_before_2weeks,xvg_close_before_3weeks,xvg_close_before_4weeks,xvg_close_before_8weeks,xrp_close_before_1day,xrp_close_before_2days,xrp_close_before_3days,xrp_close_before_4days,xrp_close_before_5days,xrp_close_before_6days,xrp_close_before_7days,xrp_close_before_8days,xrp_close_before_2weeks,xrp_close_before_3weeks,xrp_close_before_4weeks,xrp_close_before_8weeks,dash_close_before_1day,dash_close_before_2days,dash_close_before_3days,dash_close_before_4days,dash_close_before_5days,dash_close_before_6days,dash_close_before_7days,dash_close_before_8days,dash_close_before_2weeks,dash_close_before_3weeks,dash_close_before_4weeks,dash_close_before_8weeks,xmr_close_before_1day,xmr_close_before_2days,xmr_close_before_3days,xmr_close_before_4days,xmr_close_before_5days,xmr_close_before_6days,xmr_close_before_7days,xmr_close_before_8days,xmr_close_before_2weeks,xmr_close_before_3weeks,xmr_close_before_4weeks,xmr_close_before_8weeks,iot_close_before_1day,iot_close_before_2days,iot_close_before_3days,iot_close_before_4days,iot_close_before_5days,iot_close_before_6days,iot_close_before_7days,iot_close_before_8days,iot_close_before_2weeks,iot_close_before_3weeks,iot_close_before_4weeks,iot_close_before_8weeks,btc_close_after_1day,bch_close_after_1day,eth_close_after_1day,ltc_close_after_1day,xvg_close_after_1day,xrp_close_after_1day,dash_close_after_1day,xmr_close_after_1day,iot_close_after_1day
10,1459209600,415.0,424.53,406.36,422.21,69113.03,28765857.05,0.0,0.0,0.0,0.0,0.0,0.0,11.73,11.8,11.19,11.58,40603.83,472412.31,3.22,3.28,3.14,3.25,86817.97,278472.38,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.0075,0.007851,0.0072,0.007329,41444.51,316.84,6.93,7.24,6.9,7.06,736.14,5165.42,1.48,1.53,1.46,1.48,557.2,837.46,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1459296000,412.44,416.22,408.4,415.0,43282.31,17890792.61,0.0,0.0,0.0,0.0,0.0,0.0,11.88,12.13,11.21,11.73,54718.84,644259.56,3.21,3.23,3.17,3.22,57157.63,183014.98,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.007105,0.007849,0.006901,0.0075,80261.87,590.58,7.0,7.28,6.9,6.93,689.41,4807.94,1.42,1.52,1.4,1.48,376.69,547.07,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1459382400,415.66,417.16,411.45,412.44,41840.9,17407273.19,0.0,0.0,0.0,0.0,0.0,0.0,11.41,12.13,11.33,11.88,39949.51,469619.3,3.23,3.25,3.2,3.21,78774.73,253991.77,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.007395,0.007579,0.007359,0.007359,60498.13,457.13,6.98,7.05,6.72,7.0,583.32,4040.75,1.4,1.45,1.39,1.42,38.66,54.51,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1459468800,415.64,416.86,412.79,415.66,38218.91,15852511.01,0.0,0.0,0.0,0.0,0.0,0.0,11.63,11.89,11.27,11.41,19715.95,230341.67,3.22,3.25,3.19,3.23,62742.29,201892.37,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.0075,0.0075,0.007071,0.007311,3935.98,29.3,7.05,7.05,6.69,6.98,716.92,4922.28,1.46,1.48,1.4,1.4,639.91,937.73,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,1459555200,418.51,420.09,415.09,415.64,31309.25,13137339.89,0.0,0.0,0.0,0.0,0.0,0.0,11.61,11.67,11.35,11.63,9501.52,109565.05,3.24,3.27,3.2,3.22,46209.78,149872.09,0.00023,0.00023,0.00023,0.00023,6.8,0.001564,0.00757,0.00757,0.007222,0.0075,295851.7,2138.83,7.13,7.19,6.97,7.05,975.76,7042.11,1.56,1.56,1.42,1.46,3160.43,4637.91,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,1459641600,419.06,420.18,416.95,418.51,22798.16,9591214.82,0.0,0.0,0.0,0.0,0.0,0.0,11.58,11.64,11.46,11.61,12428.66,143804.1,3.25,3.25,3.21,3.24,45118.5,145764.5,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.007478,0.007595,0.00735,0.00757,134032.46,1014.28,6.93,7.13,6.65,7.13,1178.88,7959.73,1.56,1.59,1.49,1.56,325.0,502.04,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,1459728000,419.33,420.39,416.21,419.06,33436.9,14031939.65,0.0,0.0,0.0,0.0,0.0,0.0,11.1,11.63,10.99,11.58,32923.86,368905.47,3.23,3.26,3.21,3.25,34457.01,111402.47,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.0074,0.007595,0.0074,0.007478,24150.42,180.35,6.92,7.02,6.82,6.93,724.29,5009.17,1.57,1.6,1.5,1.56,1151.59,1789.44,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,1459814400,422.07,423.67,417.95,419.33,40886.78,17260368.39,0.0,0.0,0.0,0.0,0.0,0.0,10.39,11.26,10.01,11.1,79852.79,848156.28,3.25,3.26,3.22,3.23,36748.48,119066.36,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.007301,0.007474,0.0073,0.0074,29197.8,216.09,7.22,7.42,6.92,6.92,839.27,6016.65,1.51,1.6,1.46,1.57,1720.36,2642.82,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,1459900800,421.26,422.81,419.54,422.07,32667.23,13836754.91,0.0,0.0,0.0,0.0,0.0,0.0,10.79,11.13,10.25,10.39,32717.74,347894.46,3.24,3.27,3.22,3.25,36028.51,116974.74,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.007304,0.007397,0.007153,0.007301,34956.85,255.13,6.95,7.3,6.95,7.22,822.99,5837.49,1.5,1.55,1.46,1.51,2320.98,3509.46,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1459987200,420.14,422.03,417.94,421.26,36056.99,15200495.86,0.0,0.0,0.0,0.0,0.0,0.0,10.08,10.8,9.9,10.79,48589.78,499584.17,3.22,3.25,3.2,3.24,36699.32,118243.29,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.006828,0.007304,0.00671,0.007304,92917.7,655.59,7.01,7.09,6.89,6.95,750.41,5275.68,1.52,1.55,1.49,1.5,394.3,601.42,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,1460073600,417.69,423.51,415.5,420.14,46947.25,19810838.26,0.0,0.0,0.0,0.0,0.0,0.0,9.74,10.32,9.59,10.08,35021.72,345107.3,3.21,3.26,3.18,3.22,55156.78,177175.69,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.006541,0.00687,0.006541,0.006828,1450.49,9.64,6.95,7.03,6.89,7.01,752.52,5238.08,1.42,1.54,1.42,1.52,1319.22,1962.61,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,1460160000,418.05,418.85,412.39,417.69,29424.6,12291880.83,0.0,0.0,0.0,0.0,0.0,0.0,9.16,10.05,9.0,9.74,62058.55,582928.98,3.21,3.23,3.16,3.21,33765.85,107898.88,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.006222,0.00686,0.006,0.006541,87864.47,597.38,6.6,7.03,6.28,6.95,1164.22,7901.43,1.15,1.42,1.13,1.42,10514.11,12782.39,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,1460246400,420.25,421.63,416.69,418.05,23300.23,9806327.9,0.0,0.0,0.0,0.0,0.0,0.0,8.8,9.2,7.35,9.16,188885.83,1608160.22,3.21,3.26,3.18,3.21,105509.98,340612.71,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.0061,0.006249,0.00568,0.006222,66691.75,402.03,6.55,7.0,6.13,6.6,939.9,6152.37,1.08,1.15,0.8694,1.15,5736.33,5965.01,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,1460332800,421.43,422.35,418.11,420.25,36387.29,15374195.04,0.0,0.0,0.0,0.0,0.0,0.0,8.72,8.95,7.99,8.8,56548.23,477247.84,3.22,3.24,3.2,3.21,31426.84,101222.09,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.00623,0.006493,0.005856,0.0061,10164.61,63.07,6.52,6.59,6.35,6.55,852.44,5519.34,1.02,1.14,0.981,1.08,1402.13,1476.3,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1460419200,424.74,426.69,420.7,421.43,57711.94,24580503.64,0.0,0.0,0.0,0.0,0.0,0.0,7.53,8.72,7.15,8.72,84712.55,656699.18,3.25,3.28,3.21,3.22,55275.27,179426.09,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.005995,0.006366,0.005701,0.00623,280731.68,1774.75,6.39,6.54,6.27,6.52,1044.66,6748.98,0.931,1.04,0.8614,1.02,2157.64,2037.94,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1460505600,423.47,426.58,421.41,424.74,38088.6,16183793.93,0.0,0.0,0.0,0.0,0.0,0.0,8.02,8.76,7.0,7.53,105258.39,816613.56,3.24,3.28,3.22,3.25,29544.36,95867.02,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.005943,0.005995,0.00557,0.005995,6525.93,38.57,6.56,6.58,6.39,6.39,1104.88,7203.09,1.04,1.07,0.92,0.931,1893.74,1922.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1460592000,424.02,425.44,421.84,423.47,30664.4,13038970.54,0.0,0.0,0.0,0.0,0.0,0.0,8.48,8.88,8.0,8.02,39418.82,331212.2,3.24,3.25,3.22,3.24,29407.31,95192.29,0.00023,0.00023,0.00023,0.00023,0.0,0.0,0.006367,0.006367,0.005573,0.005943,27460.89,168.52,6.42,6.58,6.36,6.56,875.45,5642.89,1.03,1.06,0.9823,1.04,1304.19,1337.92,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1460678400,428.67,429.49,423.25,424.02,54119.98,23214560.1,0.0,0.0,0.0,0.0,0.0,0.0,8.22,8.61,8.12,8.48,21944.83,182732.33,3.27,3.31,3.22,3.24,53505.96,174331.95,8.175e-05,8.175e-05,8.175e-05,8.175e-05,2.32,0.0001899,0.006544,0.006544,0.006089,0.006367,2470.65,15.81,5.99,6.47,5.93,6.42,1261.28,7755.12,0.9832,1.04,0.9457,1.03,1134.7,1127.22,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1460764800,430.05,432.0,426.84,428.67,29021.18,12517265.78,0.0,0.0,0.0,0.0,0.0,0.0,8.48,8.57,8.15,8.22,32230.82,267873.74,3.27,3.32,3.25,3.27,33869.17,111016.77,0.00012,0.00012,0.00012,0.00012,41.36,0.004963,0.006549,0.006549,0.0065,0.006544,4636.34,30.28,6.27,6.36,5.99,5.99,1378.49,8434.26,0.9823,1.0,0.955,0.9832,381.74,374.48,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
