trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
47,False,"{'a': 0.7, 'e': 0.385543073615936}",20,0,-73.96375222310904,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
48,False,"{'a': 0.7, 'e': 0.3623577544766736}",25,0,-79.72315527944322,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 1}",0
49,False,"{'a': 0.7, 'e': 0.3389459735361172}",20,0,-48.80855495134659,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
50,False,"{'a': 0.7, 'e': 0.3153223623952687}",25,0,-6.76663040234157,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
51,False,"{'a': 0.7, 'e': 0.29150168504210905}",20,10,5.749965905226738,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
52,False,"{'a': 0.7, 'e': 0.26749882862458735}",25,0,7.215733019393783,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
53,False,"{'a': 0.7, 'e': 0.24332879414663827}",25,0,-16.025782487969323,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
54,False,"{'a': 0.7, 'e': 0.2190066870930415}",20,0,-16.559925215335973,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
55,False,"{'a': 0.7, 'e': 0.19454770798898718}",25,0,-63.82174657150415,"{0: 20, 1: 0, 2: 3, 3: 1, 4: 1}",0
56,False,"{'a': 0.7, 'e': 0.16996714290024104}",25,13,-22.302631503035347,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
57,False,"{'a': 0.7, 'e': 0.14528035387985133}",25,7,-58.59546734927529,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 2}",1
58,False,"{'a': 0.7, 'e': 0.12050276936736662}",20,6,-32.90836340905595,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
59,False,"{'a': 0.7, 'e': 0.09564987454656154}",30,18,-21.79255303782537,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
60,False,"{'a': 0.7, 'e': 0.0707372016677029}",20,0,17.469043884494624,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
61,False,"{'a': 0.7, 'e': 0.04578032034039728}",20,11,1.5769058719801408,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",30,3,4.633970068993265,"{0: 25, 1: 1, 2: 0, 3: 1, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,-17.442964302111598,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
3,True,"{'a': 0, 'e': 0}",25,1,26.837686540215522,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,0,13.095329526295181,"{0: 23, 1: 2, 2: 0, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,16,14.411135062598802,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,12,-26.16319954559996,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",20,11,9.125089087852807,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,0,2.4216489214532575,"{0: 23, 1: 1, 2: 0, 3: 1, 4: 0}",0
9,True,"{'a': 0, 'e': 0}",20,14,10.562510551642347,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,13,4.2505370852967355,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
