trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
19,False,"{'a': 0.5, 'e': 0.049999999999999684}",20,0,-155.5139913301327,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
20,False,"{'a': 0.5, 'e': -3.191891195797325e-16}",25,0,-111.29278721124687,"{0: 14, 1: 0, 2: 10, 3: 1, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",30,0,-133.75070410770252,"{0: 20, 1: 0, 2: 8, 3: 0, 4: 2}",0
2,True,"{'a': 0, 'e': 0}",30,0,-351.3505442579088,"{0: 16, 1: 0, 2: 5, 3: 2, 4: 7}",0
3,True,"{'a': 0, 'e': 0}",20,0,-105.06712669860548,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
4,True,"{'a': 0, 'e': 0}",35,0,-94.69746464923236,"{0: 27, 1: 0, 2: 6, 3: 1, 4: 1}",0
5,True,"{'a': 0, 'e': 0}",30,2,-70.04201277166494,"{0: 20, 1: 0, 2: 7, 3: 1, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",25,1,-92.44693864230925,"{0: 17, 1: 0, 2: 5, 3: 1, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",25,0,-160.08867929167644,"{0: 13, 1: 0, 2: 9, 3: 2, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",25,15,-42.51411245569436,"{0: 5, 1: 0, 2: 5, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,0,-159.20400005338288,"{0: 18, 1: 0, 2: 3, 3: 1, 4: 3}",0
10,True,"{'a': 0, 'e': 0}",30,0,-296.21251255859005,"{0: 10, 1: 0, 2: 15, 3: 2, 4: 3}",0
11,True,"{'a': 0, 'e': 0}",30,0,-302.7420599877065,"{0: 13, 1: 0, 2: 10, 3: 3, 4: 4}",0
12,True,"{'a': 0, 'e': 0}",25,0,-221.61743634902854,"{0: 13, 1: 0, 2: 5, 3: 5, 4: 2}",0
13,True,"{'a': 0, 'e': 0}",25,0,-60.40792036323383,"{0: 18, 1: 0, 2: 7, 3: 0, 4: 0}",0
14,True,"{'a': 0, 'e': 0}",20,0,-122.75339871017802,"{0: 10, 1: 0, 2: 9, 3: 0, 4: 1}",0
15,True,"{'a': 0, 'e': 0}",25,0,-146.61276795447205,"{0: 15, 1: 0, 2: 6, 3: 3, 4: 1}",0
16,True,"{'a': 0, 'e': 0}",25,15,-36.76626724371137,"{0: 7, 1: 0, 2: 1, 3: 2, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,0,-107.21104575463993,"{0: 18, 1: 0, 2: 5, 3: 0, 4: 2}",0
18,True,"{'a': 0, 'e': 0}",20,0,-48.879640872558234,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
19,True,"{'a': 0, 'e': 0}",20,0,-91.71402035417306,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
20,True,"{'a': 0, 'e': 0}",20,0,-71.56166534720717,"{0: 14, 1: 0, 2: 3, 3: 3, 4: 0}",0
